0.000000	 3.000000
0.010000	 3.000000
0.020000	 3.000000
0.030000	 3.000000
0.040000	 3.000000
0.050000	 3.000000
0.060000	 3.000000
0.070000	 3.000000
0.080000	 3.000000
0.090000	 3.000000
0.100000	 3.000000
0.110000	 3.000000
0.120000	 3.000000
0.130000	 3.000000
0.140000	 3.000000
0.150000	 3.000000
0.160000	 3.000000
0.170000	 3.000000
0.180000	 3.000000
0.190000	 3.000000
0.200000	 3.000000
0.210000	 3.000000
0.220000	 3.000000
0.230000	 3.000000
0.240000	 3.000000
0.250000	 3.000000
0.260000	 3.000000
0.270000	 3.000000
0.280000	 3.000000
0.290000	 3.000000
0.300000	 3.000000
0.310000	 3.000000
0.320000	 3.000000
0.330000	 3.000000
0.340000	 3.000000
0.350000	 3.000000
0.360000	 3.000000
0.370000	 3.000000
0.380000	 3.000000
0.390000	 3.000000
0.400000	 3.000000
0.410000	 3.000000
0.420000	 3.000000
0.430000	 3.000000
0.440000	 3.000000
0.450000	 3.000000
0.460000	 3.000000
0.470000	 3.000000
0.480000	 3.000000
0.490000	 3.000000
0.500000	 3.000000
0.510000	 3.000000
0.520000	 3.000000
0.530000	 3.000000
0.540000	 3.000000
0.550000	 3.000000
0.560000	 3.000000
0.570000	 3.000000
0.580000	 3.000000
0.590000	 3.000000
0.600000	 3.000000
0.610000	 3.000000
0.620000	 3.000000
0.630000	 3.000000
0.640000	 3.000000
0.650000	 3.000000
0.660000	 3.000000
0.670000	 3.000000
0.680000	 3.000000
0.690000	 3.000000
0.700000	 3.000000
0.710000	 3.000000
0.720000	 3.000000
0.730000	 3.000000
0.740000	 3.000000
0.750000	 3.000000
0.760000	 3.000000
0.770000	 3.000000
0.780000	 3.000000
0.790000	 3.000000
0.800000	 3.000000
0.810000	 3.000000
0.820000	 3.000000
0.830000	 3.000000
0.840000	 3.000000
0.850000	 3.000000
0.860000	 3.000000
0.870000	 3.000000
0.880000	 3.000000
0.890000	 3.000000
0.900000	 3.000000
0.910000	 3.000000
0.920000	 3.000000
0.930000	 3.000000
0.940000	 3.000000
0.950000	 3.000000
0.960000	 3.000000
0.970000	 3.000000
0.980000	 3.000000
0.990000	 3.000000
1.000000	 3.000000
1.010000	 2.990583
1.020000	 2.968531
1.030000	 2.957447
1.040000	 2.944496
1.050000	 2.930529
1.060000	 2.915796
1.070000	 2.900423
1.080000	 2.884491
1.090000	 2.868054
1.100000	 2.851148
1.110000	 2.833801
1.120000	 2.816034
1.130000	 2.797863
1.140000	 2.779304
1.150000	 2.760368
1.160000	 2.741070
1.170000	 2.721420
1.180000	 2.701431
1.190000	 2.681113
1.200000	 2.660480
1.210000	 2.639541
1.220000	 2.618310
1.230000	 2.596796
1.240000	 2.575012
1.250000	 2.552969
1.260000	 2.530678
1.270000	 2.508152
1.280000	 2.485400
1.290000	 2.462436
1.300000	 2.439270
1.310000	 2.415914
1.320000	 2.392379
1.330000	 2.368677
1.340000	 2.344819
1.350000	 2.320816
1.360000	 2.296681
1.370000	 2.272424
1.380000	 2.248058
1.390000	 2.223592
1.400000	 2.199040
1.410000	 2.174412
1.420000	 2.149720
1.430000	 2.124975
1.440000	 2.100189
1.450000	 2.075374
1.460000	 2.050540
1.470000	 2.025699
1.480000	 2.000863
1.490000	 1.976043
1.500000	 1.951250
1.510000	 1.926496
1.520000	 1.901793
1.530000	 1.877152
1.540000	 1.852584
1.550000	 1.828101
1.560000	 1.803715
1.570000	 1.779436
1.580000	 1.755276
1.590000	 1.731247
1.600000	 1.707360
1.610000	 1.683627
1.620000	 1.660058
1.630000	 1.636667
1.640000	 1.613463
1.650000	 1.590459
1.660000	 1.567665
1.670000	 1.545094
1.680000	 1.522757
1.690000	 1.500665
1.700000	 1.478830
1.710000	 1.457263
1.720000	 1.435976
1.730000	 1.414979
1.740000	 1.394286
1.750000	 1.373906
1.760000	 1.353852
1.770000	 1.334135
1.780000	 1.314766
1.790000	 1.295757
1.800000	 1.277120
1.810000	 1.258865
1.820000	 1.241005
1.830000	 1.223550
1.840000	 1.206513
1.850000	 1.189904
1.860000	 1.173735
1.870000	 1.158018
1.880000	 1.142764
1.890000	 1.127984
1.900000	 1.113690
1.910000	 1.099894
1.920000	 1.086606
1.930000	 1.073839
1.940000	 1.061603
1.950000	 1.049911
1.960000	 1.038774
1.970000	 1.028202
1.980000	 1.018209
1.990000	 1.008804
2.000000	 1.000000
2.010000	 1.008051
2.020000	 1.015342
2.030000	 1.028231
2.040000	 1.041949
2.050000	 1.055418
2.060000	 1.068468
2.070000	 1.081249
2.080000	 1.093930
2.090000	 1.106631
2.100000	 1.119421
2.110000	 1.132341
2.120000	 1.145411
2.130000	 1.158641
2.140000	 1.172037
2.150000	 1.185602
2.160000	 1.199338
2.170000	 1.213245
2.180000	 1.227324
2.190000	 1.241575
2.200000	 1.256000
2.210000	 1.270598
2.220000	 1.285369
2.230000	 1.300315
2.240000	 1.315435
2.250000	 1.330729
2.260000	 1.346199
2.270000	 1.361843
2.280000	 1.377664
2.290000	 1.393660
2.300000	 1.409833
2.310000	 1.426183
2.320000	 1.442709
2.330000	 1.459413
2.340000	 1.476295
2.350000	 1.493354
2.360000	 1.510592
2.370000	 1.528008
2.380000	 1.545604
2.390000	 1.563379
2.400000	 1.581333
2.410000	 1.599468
2.420000	 1.617783
2.430000	 1.636278
2.440000	 1.654955
2.450000	 1.673813
2.460000	 1.692852
2.470000	 1.712074
2.480000	 1.731477
2.490000	 1.751064
2.500000	 1.770833
2.510000	 1.790786
2.520000	 1.810923
2.530000	 1.831243
2.540000	 1.851748
2.550000	 1.872438
2.560000	 1.893312
2.570000	 1.914372
2.580000	 1.935617
2.590000	 1.957049
2.600000	 1.978667
2.610000	 2.000471
2.620000	 2.022463
2.630000	 2.044641
2.640000	 2.067008
2.650000	 2.089563
2.660000	 2.112305
2.670000	 2.135237
2.680000	 2.158357
2.690000	 2.181667
2.700000	 2.205167
2.710000	 2.228856
2.720000	 2.252736
2.730000	 2.276807
2.740000	 2.301068
2.750000	 2.325521
2.760000	 2.350165
2.770000	 2.375002
2.780000	 2.400031
2.790000	 2.425252
2.800000	 2.450667
2.810000	 2.476275
2.820000	 2.502076
2.830000	 2.528071
2.840000	 2.554261
2.850000	 2.580646
2.860000	 2.607225
2.870000	 2.634000
2.880000	 2.660971
2.890000	 2.688137
2.900000	 2.715500
2.910000	 2.743060
2.920000	 2.770816
2.930000	 2.798770
2.940000	 2.826921
2.950000	 2.855271
2.960000	 2.883819
2.970000	 2.912565
2.980000	 2.941511
2.990000	 2.970656
3.000000	 3.000000
